ID;Nome;Data_nascita;Luogo_nascita;Nazionalita;url
HAUGE;HAUGE Jens Petter;12/10/1999;Bodo;Norvegia;
HENDERSON L.;HENDERSON Liam;25/04/1996;Livingston;Scozia;https://img.a.transfermarkt.technology/portrait/header/193867-1661523222.jpg?lm=1
HENRY;HENRY Thomas;20/09/1994;Argenteuil;Francia;https://img.a.transfermarkt.technology/portrait/header/412513-1534930944.jpg?lm=1
HERNANDEZ T.;HERNANDEZ Theo;06/10/1997;Marsiglia;Francia;https://img.a.transfermarkt.technology/portrait/header/339808-1595938750.jpg?lm=1
HERNANI;HERNANI;27/03/1994;Sao Goncalo do Sapucai;Brasile;
HEYMANS;HEYMANS Daan;15/06/1999;Retie;Belgio;
HICKEY;HICKEY Aaron;10/06/2002;Glasgow;Scozia;
HIGUAIN;HIGUAIN Gonzalo;10/12/1987;Brest;Argentina;
HJULMAND;HJULMAND Morten;25/06/1999;Kastrup;Danimarca;https://img.a.transfermarkt.technology/portrait/header/461496-1652094525.jpg?lm=1
HOEDT;HOEDT Wesley;06/03/1994;Alkmaar;Olanda;
HOJLUND;HOJLUND Rasmus;04/02/2003;;Danimarca;https://img.a.transfermarkt.technology/portrait/header/610442-1643127028.jpg?lm=1
HONGLA;HONGLA Martin;16/03/1998;Yaounde;Camerun;https://img.a.transfermarkt.technology/portrait/header/398808-1608909096.jpg?lm=1
HRISTOV;HRISTOV Petko;01/03/1999;Sofia;Bulgaria;https://img.a.transfermarkt.technology/portrait/header/372809-1625041214.jpg?lm=1
HYSAJ;HYSAJ Elseid;02/02/1994;Rec;Albania;https://img.a.transfermarkt.technology/portrait/header/200056-1661350737.jpg?lm=1
IACOPONI;IACOPONI Simone;30/04/1987;Pontedera;Italia;
IAGO FALQUE;IAGO FALQUE;04/01/1990;Vigo;Spagna;
IBANEZ;IBANEZ Roger;23/11/1998;Canela;Brasile;https://img.a.transfermarkt.technology/portrait/header/524481-1611585241.jpg?lm=1
IBRAHIMOVIC;IBRAHIMOVIC Zlatan;03/10/1981;Malmo;Svezia;https://img.a.transfermarkt.technology/portrait/header/3455-1579506060.jpg?lm=1
IGOR;IGOR;07/02/1998;Bom Sucesso;Brasile;https://img.a.transfermarkt.technology/portrait/header/380350-1535373935.jpg?lm=1
IHATTAREN;IHATTAREN Mohamed;12/02/2002;Utrecht;Olanda;
IKONE';IKONE' Jonathan;02/05/1998;Bondy;Francia;https://img.a.transfermarkt.technology/portrait/header/324690-1582554839.jpg?lm=1
ILIC;ILIC Ivan;17/03/2001;Nis;Serbia;https://img.a.transfermarkt.technology/portrait/header/470794-1630661248.jpg?lm=1
ILICIC;ILICIC Josip;29/01/1988;Prijedor;Slovenia;https://img.a.transfermarkt.technology/portrait/header/80351-1594708564.jpg?lm=1
ILKHAN;ILKHAN Emirhan;01/06/2004;Istanbul;Turchia;https://img.a.transfermarkt.technology/portrait/header/743091-1644156978.png?lm=1
IMBULA;IMBULA Giannelli;12/09/1992;Vilvoorde;Belgio;
IMMOBILE;IMMOBILE Ciro;20/02/1990;Torre Annunziata;Italia;https://img.a.transfermarkt.technology/portrait/header/105521-1594715918.jpg?lm=1
INGLESE;INGLESE Roberto;12/11/1991;Lucera;Italia;
INSIGNE;INSIGNE Lorenzo;04/06/1991;Frattamaggiore;Italia;
INSIGNE R.;INSIGNE Roberto;11/05/1994;Napoli;Italia;
IONITA;IONITA Artur;17/08/1990;Chisinau;Moldavia;
ISMAJLI;ISMAJLI Ardian;30/09/1996;Majac;Albania;https://img.a.transfermarkt.technology/portrait/header/435228-1634292904.jpg?lm=1
IZZO;IZZO Armando;02/03/1992;Napoli;Italia;https://img.a.transfermarkt.technology/portrait/header/32113-1595857488.jpg?lm=1
JAGIELLO;JAGIELLO Filip;08/08/1997;Lubin;Polonia;
JAJALO;JAJALO Mato;25/05/1988;Jajce;Bosnia;
JANDREI;JANDREI;01/03/1993;Itaqui;Brasile;
JANKOVIC;JANKOVIC Marko;09/07/1995;Cetinje;Montenegro;
JANKTO;JANKTO Jakub;19/01/1996;Praga;Repubblica Ceca;
JOAO PEDRO;JOAO PEDRO;09/03/1992;Ipatinga;Brasile;
JONY;JONY;09/07/1991;Cangas del Narcea;Spagna;
JORGE SILVA;JORGE SILVA;04/02/1999;Porto;Portogallo;
JORONEN;JORONEN Jesse;21/03/1993;Rautjarvi;Finlandia;
JOVIC;JOVIC Luka;23/12/1997;Bijeljina;Serbia;https://img.a.transfermarkt.technology/portrait/header/257462-1657519856.jpg?lm=1
JUAN JESUS;JUAN JESUS;10/06/1991;Belo Horizonte;Brasile;https://img.a.transfermarkt.technology/portrait/header/121985-1630496408.jpg?lm=1
JUWARA;JUWARA Musa;26/12/2001;Banjul;Gambia;
KAIO JORGE;KAIO JORGE;24/01/2002;Olinda;Brasile;https://img.a.transfermarkt.technology/portrait/header/620477-1634195648.jpg?lm=1
KALINIC;KALINIC Nikola;05/01/1988;Salona;Croazia;
KALLON;KALLON Yayah;30/06/2001;Kono;Sierra Leone;
KALULU;KALULU Pierre;05/06/2000;Lione;Francia;https://img.a.transfermarkt.technology/portrait/header/585949-1599727810.jpg?lm=1
KARAMOH;KARAMOH Yann;08/07/1998;Abidjan;Francia;
KARNEZIS;KARNEZIS Orestis;11/07/1985;Atene;Grecia;
KARSDORP;KARSDORP Rick;11/02/1995;Schoonhoven;Olanda;https://img.a.transfermarkt.technology/portrait/header/205006-1630497867.jpg?lm=1
KASIUS;KASIUS Denso;06/10/2002;Delft;Olanda;https://img.a.transfermarkt.technology/portrait/header/577394-1642246607.jpg?lm=1
KEAN;KEAN Moise;28/02/2000;Vercelli;Italia;https://img.a.transfermarkt.technology/portrait/header/364135-1545231665.jpg?lm=1
KEITA B.;KEITA Balde;08/03/1995;Arbucies;Senegal;
KESSIE';KESSIE Franck;19/12/1996;Ouragahio;Costa d'Avorio;
KHEDIRA;KHEDIRA Sami;04/04/1987;Stoccarda;Germania;
KIM;KIM Min-Jae;15/11/1996;Tongyeong;Corea del Sud;https://img.a.transfermarkt.technology/portrait/header/503482-1658918385.jpg?lm=1
KIWIOR;KIWIOR Jakub;15/02/2000;Tychy;Polonia;https://img.a.transfermarkt.technology/portrait/header/425918-1661515346.jpg?lm=1
KJAER;KJAER Simon;26/03/1989;Horsens;Danimarca;https://img.a.transfermarkt.technology/portrait/header/48859-1661514194.jpg?lm=1
KLAVAN;KLAVAN Ragnar;30/10/1985;Viljandi;Estonia;
KLUIVERT;KLUIVERT Justin;05/05/1999;Zaandam;Olanda;
KOKORIN;KOKORIN Aleksandr;19/03/1991;Mosca;Russia;
KOLAROV;KOLAROV Aleksandr;10/11/1985;Zemun;Serbia;
KOOPMEINERS;KOOPMEINERS Teun;28/02/1998;Castricum;Olanda;https://img.a.transfermarkt.technology/portrait/header/360518-1645797398.jpg?lm=1
KOSTIC;KOSTIC Filip;01/11/1992;Kragujevac;Serbia;https://img.a.transfermarkt.technology/portrait/header/161011-1599992051.jpg?lm=1
KOUAME';KOUAME Christian;06/12/1997;Abidjan;Costa d'Avorio;
KOULIBALY;KOULIBALY Kalidou;20/06/1991;Saint-Die-des-Vosges;Senegal;
KOVALENKO;KOVALENKO Viktor;14/02/1996;Cherson;Ucraina;https://img.a.transfermarkt.technology/portrait/header/203842-1637571103.jpg?lm=1
KREJCI;KREJCI Ladislav;05/07/1992;Praga;Repubblica Ceca;
KRUNIC;KRUNIC Rade;07/10/1993;Foca;Bosnia;https://img.a.transfermarkt.technology/portrait/header/259953-1661350943.jpg?lm=1
KUCKA;KUCKA Juraj;26/02/1987;Bojnice;Slovacchia;
KULUSEVSKI;KULUSEVSKI Dejan;25/04/2000;Stoccolma;Svezia;
KUMBULLA;KUMBULLA Marash;08/02/2000;Peschiera del Garda;Albania;https://img.a.transfermarkt.technology/portrait/header/371371-1630498430.jpg?lm=1
KURTIC;KURTIC Jasmin;10/01/1989;Crnomelj;Slovenia;
KVARATSKHELIA;KVARATSKHELIA Khvicha;12/02/2001;Tbilisi;Georgia;https://img.a.transfermarkt.technology/portrait/header/502670-1649399849.png?lm=1
KYRIAKOPOULOS;KYRIAKOUPOULOS Giorgos;05/02/1996;Patrasso;Grecia;https://img.a.transfermarkt.technology/portrait/header/311178-1646989612.jpg?lm=1
LA MANTIA;LA MANTIA Andrea;06/05/1991;Marino;Italia;
LAMMERS;LAMMERS Sam;30/04/1997;Tilburg;Olanda;https://img.a.transfermarkt.technology/portrait/header/386914-1600761420.jpg?lm=1
LAPADULA;LAPADULA Gianluca;07/02/1990;Torino;Italia;
LASAGNA;LASAGNA Kevin;10/08/1992;San Benedetto Po;Italia;https://img.a.transfermarkt.technology/portrait/header/131951-1596185461.jpg?lm=1
LAURIENTE';LAURENTIE' Armand;04/12/1998;Gonesse;Francia;https://img.a.transfermarkt.technology/portrait/header/579930-1601321640.jpg?lm=1
LAURINI;LAURINI Vincent;10/06/1989;Thionville;Francia;
LAXALT;LAXALT Diego;07/02/1993;Montevideo;Uruguay;
LAZARO;LAZARO Valentino;24/03/1996;Graz;Austria;https://img.a.transfermarkt.technology/portrait/header/186368-1659601305.jpg?lm=1
LAZETIC;LAZETIC Marko;22/01/2004;Belgrado;Serbia;https://img.a.transfermarkt.technology/portrait/header/698548-1631116258.jpeg?lm=1
LAZOVIC;LAZOVIC Darko;15/09/1990;Cacak;Serbia;https://img.a.transfermarkt.technology/portrait/header/70411-1596025680.jpg?lm=1
LAZZARI;LAZZARI Manuel;29/11/1993;Valdagno;Italia;https://img.a.transfermarkt.technology/portrait/header/331401-1594715706.jpg?lm=1
LERAGER;LERAGER Lukas;12/07/1993;Gladsaxe;Danimarca;
LERIS;LERIS Mehdi;23/05/1998;Mont-de-Marsan;Francia;https://img.a.transfermarkt.technology/portrait/header/348601-1661523919.jpg?lm=1
LETICA;LETICA Karlo;11/02/1997;Spalato;Croazia;
LETIZIA;LETIZIA Gaetano;29/06/1990;Napoli;Italia;
LEZZERINI;LEZZERINI Luca;24/03/1995;Roma;Italia;
LINETTY;LINETTY Karol;02/02/1995;Znin;Polonia;https://img.a.transfermarkt.technology/portrait/header/225873-1596005665.jpg?lm=1
LIROLA;LIROLA Pol;13/08/1997;Mollet del Valles;Spagna;
LLORENTE;LLORENTE Fernando;26/02/1985;Pamplona;Spagna;
LO FASO;LO FASO Simone;18/02/1998;Palermo;Italia;
LOBOTKA;LOBOTKA Stanislav;25/11/1994;Trencin;Slovacchia;https://img.a.transfermarkt.technology/portrait/header/192735-1661509021.jpg?lm=1
LOCATELLI;LOCATELLI Manuel;08/01/1998;Lecco;Italia;https://img.a.transfermarkt.technology/portrait/header/265088-1630490000.jpg?lm=1
LOCHOSHVILI;LOCHOSHVILI Luka;29/05/1998;Tbilisi;Georgia;https://img.a.transfermarkt.technology/portrait/header/345189-1661533781.png?lm=1
LOOKMAN;LOOKMAN Ademola;20/10/1997;Wandsworth;Inghilterra;https://img.a.transfermarkt.technology/portrait/header/406040-1659682867.jpg?lm=1
LOPEZ M.;MAXIME LOPEZ;04/12/1997;Marsiglia;Francia;https://img.a.transfermarkt.technology/portrait/header/290862-1601919299.jpg?lm=1
LOVATO;LOVATO Matteo;14/02/2000;Monselice;Italia;https://img.a.transfermarkt.technology/portrait/header/459655-1608218015.jpg?lm=1
LOVRIC;LOVRIC Sandi;28/03/1998;Lienz;Slovenia;https://img.a.transfermarkt.technology/portrait/header/268429-1661523265.jpg?lm=1
LOZANO;LOZANO Hirving;30/07/1995;Citta del Messico;Messico;https://img.a.transfermarkt.technology/portrait/header/316889-1661508585.jpg?lm=1
LUCAS FELIPPE;FELIPPE Lucas;03/05/2000;San Paolo;Brasile;
LUCAS LEIVA;LEIVA Lucas;09/01/1987;Dourados;Brasile;
LUCIONI;LUCIONI Fabio;25/09/1987;Terni;Italia;
LUCUMI';LUCUMI' Jhon;26/06/1998;Cali;Colombia;https://img.a.transfermarkt.technology/portrait/header/413565-1614282297.jpg?lm=1
LUIS ALBERTO;LUIS ALBERTO;28/09/1992;San Jose del Valle;Spagna;https://img.a.transfermarkt.technology/portrait/header/128220-1594715012.jpg?lm=1
LUIS MAXIMIANO;MAXIMIANO Luis;05/01/1999;Braga;Portogallo;https://img.a.transfermarkt.technology/portrait/header/367464-1653038665.jpg?lm=1
LUIZ FELIPE;FELIPE Luiz;22/03/1997;Colina;Brasile;
LUKAKU;LUKAKU Romelu;13/05/1993;Anversa;Belgio;https://img.a.transfermarkt.technology/portrait/header/96341-1596033546.jpg?lm=1
LUKAKU J.;LUKAKU Jordan;25/07/1994;Anversa;Belgio;
LUKIC;LUKIC Sasa;13/08/1996;Sabac;Serbia;https://img.a.transfermarkt.technology/portrait/header/245056-1596015377.jpg?lm=1
LULIC;LULIC Senad;18/01/1986;Mostar;Bosnia;
LUPERTO;LUPERTO Sebastiano;06/09/1996;Lecce;Italia;https://img.a.transfermarkt.technology/portrait/header/278531-1634293876.jpg?lm=1
LYANCO;LYANCO;01/02/1997;Vitoria;Brasile;
LYKOGIANNIS;LYKOGIANNIS Charalampos;22/10/1993;Pireo;Grecia;
MAEHLE;MAEHLE Joakim;20/05/1997;Ostervra;Danimarca;https://img.a.transfermarkt.technology/portrait/header/369674-1609843283.jpg?lm=1
MAENPAA;MAENPAA Niki;23/01/1985;Espoo;Finlandia;
MAGALLAN;MAGALLAN Lisandro;27/09/1993;La Plata;Argentina;
MAGGIORE;MAGGIORE Giulio;12/03/1998;La Spezia;Italia;https://img.a.transfermarkt.technology/portrait/header/353796-1661164518.jpg?lm=1
MAGNANELLI;MAGNANELLI Francesco;12/11/1984;Umbertide;Italia;
MAGNANI;MAGNANI Giangiacomo;04/10/1995;Correggio;Italia;https://img.a.transfermarkt.technology/portrait/header/310458-1630660856.jpg?lm=1
MAIGNAN;MAIGNAN Mike;03/07/1995;Cayenne;Francia;https://img.a.transfermarkt.technology/portrait/header/182906-1598303138.jpg?lm=1
MAITLAND-NILES;MAITLAND-NILES Ainsley;29/08/1997;Londra;Inghilterra;
MAJER;MAJER Zan;25/07/1992;Marburgo;Slovenia;
MAKENGO;MAKENGO Jean-Victor;12/06/1998;Etampes;Francia;https://img.a.transfermarkt.technology/portrait/header/322305-1595967921.jpg?lm=1
MAKSIMOVIC;MAKSIMOVIC Nikola;25/11/1991;Bajina Basta;Serbia;
MALCUIT;MALCUIT Kevin;31/07/1991;Chatenay-Malabry;Francia;
MALDINI;MALDINI Daniel;11/10/2001;Milano;Italia;https://img.a.transfermarkt.technology/portrait/header/539134-1599123796.jpg?lm=1
MALEH;MALEH Youssef;22/08/1998;Castel San Pietro Terme;Italia;https://img.a.transfermarkt.technology/portrait/header/324377-1613568652.jpg?lm=1
MALINOVSKYI;MALINOVSKYI Ruslan;04/05/1993;Zytomyr;Ucraina;https://img.a.transfermarkt.technology/portrait/header/207877-1594708315.jpg?lm=1
MAN;MAN Dennis;26/08/1998;Vladimirescu;Romania;
MANCINI;MANCINI Gianluca;17/04/1996;Pontedera;Italia;https://img.a.transfermarkt.technology/portrait/header/256448-1630498373.jpg?lm=1
MANCOSU;MANCOSU Marco;22/08/1988;Cagliari;Italia;
MANCUSO;MANCUSO Leonardo;26/05/1992;Milano;Italia;
MANDRAGORA;MANDRAGORA Rolando;29/06/1997;Napoli;Italia;https://img.a.transfermarkt.technology/portrait/header/308279-1596005162.jpg?lm=1
MANDZUKIC;MANDZUKIC Mario;21/05/1986;Slavonski Brod;Croazia;
MANGRAVITI;MANGRAVITI Massimiliano;24/01/1998;Brescia;Italia;
MANOLAS;MANOLAS Kostas;14/06/1991;Nasso;Grecia;
MARCHETTI;MARCHETTI Federico;07/02/1983;Bassano del Grappa;Italia;
MARCHIZZA;MARCHIZZA Riccardo;26/03/1998;Roma;Italia;https://img.a.transfermarkt.technology/portrait/header/297645-1602506429.jpg?lm=1
MARCOS ANTONIO;MARCOS ANTONIO;13/06/2000;Pocoes;Brasile;https://img.a.transfermarkt.technology/portrait/header/468301-1641992690.png?lm=1
MARI';MARI' Pablo;31/08/1993;Valencia;Spagna;https://img.a.transfermarkt.technology/portrait/header/210178-1642671456.jpg?lm=1
MARIN;MARIN Razvan;23/05/1996;Bucarest;Romania;https://img.a.transfermarkt.technology/portrait/header/295183-1630510806.jpg?lm=1
MARIO RUI;MARIO RUI;27/05/1991;Sines;Portogallo;https://img.a.transfermarkt.technology/portrait/header/87884-1661351255.jpg?lm=1
MARLON;MARLON;07/09/1995;Duque de Caxias;Brasile;https://img.a.transfermarkt.technology/portrait/header/273236-1627167047.png?lm=1
MARONI;MARONI Gonzalo;18/03/1999;Cordoba;Argentina;
MARTELLA;MARTELLA Bruno;14/08/1992;Atri;Italia;
MARTINEZ L.;MARTINEZ Lautaro;22/08/1997;Bahia Blanca;Argentina;https://img.a.transfermarkt.technology/portrait/header/406625-1661352429.jpg?lm=1
MARTINEZ QUARTA;MARTINEZ QUARTA;10/05/1996;Mar del Plata;Argentina;https://img.a.transfermarkt.technology/portrait/header/373373-1601885238.jpg?lm=1
MARUSIC;MARUSIC Adam;17/10/1992;Belgrado;Montenegro;https://img.a.transfermarkt.technology/portrait/header/239802-1595927246.jpg?lm=1
MASIELLO;MASIELLO Andrea;05/02/1986;Viareggio;Italia;
MASINA;MASINA Adam;02/01/1994;Khouribga;Italia;https://img.a.transfermarkt.technology/portrait/header/286949-1658130450.jpg?lm=1
MATEJU;MATEJU Ales;03/06/1996;Pribram;Repubblica Ceca;
MATHEUS HENRIQUE;MATHEUS HENRIQUE;19/12/1997;San Paolo;Brasile;https://img.a.transfermarkt.technology/portrait/header/552549-1644913442.jpg?lm=1
MATIC;MATIC Nemanja;01/08/1988;Sabac;Serbia;https://img.a.transfermarkt.technology/portrait/header/74683-1655212906.jpg?lm=1
MATRI;MATRI Alessandro;19/08/1984;Sant'Angelo Lodigiano;Italia;
MATTIELLO;MATTIELLO Federico;14/07/1995;Barga;Italia;
MATUIDI;MATUIDI Blaise;09/04/1987;Tolosa;Francia;
MAYORAL;MAYORAL Borja;05/04/1997;Parla;Spagna;
MAZZITELLI;MAZZITELLI Luca;15/11/1995;Roma;Italia;
MAZZOCCHI;MAZZOCCHI Pasquale;27/07/1995;Napoli;Italia;https://img.a.transfermarkt.technology/portrait/header/250153-1630656880.jpg?lm=1
MBAYE;MBAYE Ibrahima;19/11/1994;Guediawaye;Senegal;
MCKENNIE;MCKENNIE Weston;28/08/1998;Little Elm;Stati Uniti;https://img.a.transfermarkt.technology/portrait/header/332697-1642687384.jpg?lm=1
MECCARIELLO;MECCARIELLO Biagio;27/03/1991;Benevento;Italia;
MEDEL;MEDEL Gary;03/08/1987;Pudahuel;Cile;https://img.a.transfermarkt.technology/portrait/header/60889-1630574292.jpg?lm=1
MEITE';MEITE Soualiho;17/03/1994;Parigi;Francia;
MERET;MERET Alex;22/03/1997;Udine;Italia;https://img.a.transfermarkt.technology/portrait/header/240414-1595847422.jpg?lm=1
MERTENS;MERTENS Dries;06/05/1987;Lovanio;Belgio;
MESSIAS;MESSIAS Junior;13/05/1991;Belo Horizonte;Brasile;https://img.a.transfermarkt.technology/portrait/header/449151-1594642076.jpg?lm=1
MIGUEL VELOSO;MIGUEL VELOSO;11/05/1986;Coimbra;Portogallo;https://img.a.transfermarkt.technology/portrait/header/43848-1630660740.jpg?lm=1
MIHAILA;MIHAILA Valentin;02/02/2000;Targoviste;Romania;
MILENKOVIC;MILENKOVIC Nikola;12/10/1997;Belgrado;Serbia;https://img.a.transfermarkt.technology/portrait/header/413507-1661166461.jpg?lm=1
MILIK;MILIK Arkadiusz;28/02/1994;Tychy;Polonia;https://img.a.transfermarkt.technology/portrait/header/191891-1661518258.jpg?lm=1
MILINKOVIC-SAVIC;MILINKOVIC-SAVIC Sergej;27/02/1995;Lleida;Serbia;https://img.a.transfermarkt.technology/portrait/header/266302-1594714732.jpg?lm=1
MILINKOVIC-SAVIC V.;MILINKOVIC-SAVIC Vanja;20/02/1997;Ourense;Serbia;https://img.a.transfermarkt.technology/portrait/header/257474-1630509279.jpg?lm=1
MILLICO;MILLICO Vincenzo;12/08/2000;Torino;Italia;
MIRANCHUK;MIRANCHUK Aleksey;17/10/1995;Slavjansk-na-Kubani;Russia;https://img.a.transfermarkt.technology/portrait/header/255450-1661511113.jpg?lm=1
MIRANTE;MIRANTE Antonio;08/07/1983;Castellammare di Stabia;Italia;
MIRETTI;MIRETTI Fabio;03/08/2003;Pinerolo;Italia;https://img.a.transfermarkt.technology/portrait/header/571607-1652773586.jpg?lm=1
MISSIROLI;MISSIROLI Simone;23/05/1986;Reggio Calabria;Italia;
MKHITARYAN;MKHITARYAN Henrikh;21/01/1989;Erevan;Armenia;https://img.a.transfermarkt.technology/portrait/header/55735-1515761398.jpg?lm=1
MOLINA N.;MOLINA Nahuel;06/04/1998;Embalse;Argentina;
MOLINA S.;MOLINA Salvatore;01/01/1992;Garbagnate Milanese;Italia;
MONCINI;MONCINI Gabriele;26/04/1996;Pistoia;Italia;
MONTIEL;MONTIEL Cristobal;11/04/2000;Palma di Maiorca;Spagna;
MONTIPO';MONTIPO Lorenzo;20/02/1996;Novara;Italia;https://img.a.transfermarkt.technology/portrait/header/241923-1598871890.jpg?lm=1
MORATA;MORATA Alvaro;23/10/1992;Madrid;Spagna;https://img.a.transfermarkt.technology/portrait/header/128223-1644496732.jpg?lm=1
MORO;MORO Raul;05/12/2002;Abrera;Spagna;https://img.a.transfermarkt.technology/portrait/header/624942-1632729036.jpg?lm=1
MORO N.;MORO Nikola;12/03/1998;Spalato;Croazia;https://img.a.transfermarkt.technology/portrait/header/316934-1605115785.png?lm=1
MOROSINI;MOROSINI Leonardo;13/10/1995;Ponte San Pietro;Italia;
MOSES;MOSES Victor;12/12/1990;Kaduna;Nigeria;
MOTA;MOTA Dany;02/05/1998;Niederkorn;Portogallo;https://img.a.transfermarkt.technology/portrait/header/347253-1652095197.jpg?lm=1
MULDUR;MULDUR Mert;03/04/1999;Vienna;Turchia;https://img.a.transfermarkt.technology/portrait/header/353922-1630506375.jpg?lm=1
MURGIA;MURGIA Alessandro;09/08/1996;Roma;Italia;
MURIEL;MURIEL Luis;16/04/1991;Santo Tomas;Colombia;https://img.a.transfermarkt.technology/portrait/header/119228-1596182523.jpg?lm=1
MURILLO;MURILLO Jeison;27/05/1992;Cali;Colombia;
MURIQI;MURIQI Vedat;24/04/1994;Prizren;Kosovo;
MURRU;MURRU Nicola;16/12/1994;Cagliari;Italia;
MUSACCHIO;MUSACCHIO Mateo;26/08/1990;Rosario (ARG);Argentina;
MUSSO;MUSSO Juan;06/05/1994;San Nicolas de los Arroyos;Argentina;https://img.a.transfermarkt.technology/portrait/header/242359-1594299059.jpg?lm=1
NAINGGOLAN;NAINGGOLAN Radja;04/05/1988;Anversa;Belgio;
NANDEZ;NANDEZ Nahitan;28/12/1995;Punta del Este;Uruguay;https://img.a.transfermarkt.technology/portrait/header/315063-1594709635.jpg?lm=1
NASTASIC;NASTASIC Matija;28/03/1993;Valjevo;Serbia;https://img.a.transfermarkt.technology/portrait/header/143559-1531813376.jpg?lm=1
NDOJ;NDOJ Emanuel;20/11/1996;Catania;Albania;
NDOMBELE';NDOMBELE' Tanguy;28/12/1996;Longjumeau;Francia;https://img.a.transfermarkt.technology/portrait/header/450936-1561540648.jpg?lm=1
NESTOROVSKI;NESTOROVSKI Ilija;12/03/1990;Prilep;Macedonia;
NICOLAS;NICOLAS;12/04/1988;Colorado do Oeste;Brasile;
NIKOLAOU;NIKOLAOU Dimitrios;13/08/1998;Calcide;Grecia;https://img.a.transfermarkt.technology/portrait/header/292772-1661514726.jpg?lm=1
N'KOULOU;N'KOULOU Nicolas;27/03/1990;Yaounde;Camerun;
NSAME;NSAME Jean-Pierre;01/05/1993;Douala;Camerun;
NUYTINCK;NUYTINCK Bram;04/05/1990;Heumen;Olanda;https://img.a.transfermarkt.technology/portrait/header/104597-1487762539.jpg?lm=1
NZOLA;NZOLA M'Bala;18/08/1996;Troyes;Francia;https://img.a.transfermarkt.technology/portrait/header/354814-1632495379.jpg?lm=1
OBIANG;OBIANG Pedro;27/03/1992;Alcala de Henares;Spagna;
ODRIOZOLA;ODRIOZOLA Alvaro;14/12/1995;San Sebastian;Spagna;
OKAKA;OKAKA Stefano;09/08/1989;Castiglione del Lago;Italia;
OKEREKE;OKEREKE David;29/08/1997;Lagos;Nigeria;
OKOLI;OKOLI Caleb;13/07/2001;Vicenza;Italia;https://img.a.transfermarkt.technology/portrait/header/461833-1652094910.jpg?lm=1
OLIVA;OLIVA Christian;01/06/1996;Ciudad del Plata;Uruguay;
OLIVEIRA;OLIVEIRA Sergio;02/06/1992;Pacos de Brandao;Portogallo;
OLIVERA;OLIVERA Mathias;31/10/1997;Montevideo;Uruguay;https://img.a.transfermarkt.technology/portrait/header/376514-1655122811.jpg?lm=1
OLSEN;OLSEN Robin;08/01/1990;Malmo;Svezia;
ONANA;ONANA André;02/04/1996;Nkol Ngok;Camerun;https://img.a.transfermarkt.technology/portrait/header/234509-1556274335.jpg?lm=1
OPOKU;OPOKU Nicholas;08/11/1997;Kumasi;Ghana;
ORIGI;ORIGI Divock;18/04/1995;Ostenda;Belgio;https://img.a.transfermarkt.technology/portrait/header/148368-1661510925.jpg?lm=1
ORSOLINI;ORSOLINI Riccardo;24/01/1997;Ascoli Piceno;Italia;https://img.a.transfermarkt.technology/portrait/header/368482-1630574024.jpg?lm=1
OSIMHEN;OSIMHEN Victor;29/12/1998;Lagos;Nigeria;https://img.a.transfermarkt.technology/portrait/header/401923-1661352899.jpg?lm=1
OSORIO;OSORIO Yordan;10/05/1994;Barinas;Venezuela;
OSPINA;OSPINA David;31/08/1988;Medellin;Colombia;
OSTIGARD;OSTIGARD Leo;28/11/1999;Andalsnes;Norvegia;https://img.a.transfermarkt.technology/portrait/header/367284-1641459550.jpg?lm=1
OUWEJAN;OUWEJAN Thomas;24/06/1996;Alkmaar;Olanda;
PADELLI;PADELLI Daniele;25/10/1985;Lecco;Italia;
PAJAC;PAJAC Marko;11/05/1993;Zagabria;Croazia;
PALACIO;PALACIO Rodrigo;05/02/1982;Bahia Blanca;Argentina;
PALOMINO;PALOMINO Jose Luis;05/01/1990;San Miguel de Tucuman;Argentina;https://img.a.transfermarkt.technology/portrait/header/125020-1594708450.jpg?lm=1
PALOSCHI;PALOSCHI Alberto;04/01/1990;Chiari;Italia;
PANDEV;PANDEV Goran;27/07/1983;Strumica;Macedonia;
PANDUR;PANDUR Ivor;25/03/2000;Rijeka;Croazia;
PAQUETA';PAQUETA Lucas;27/08/1997;Rio de Janeiro;Brasile;
PAREDES;PAREDES Leandro;29/06/1994;San Justo;Argentina;https://img.a.transfermarkt.technology/portrait/header/166237-1639582931.jpg?lm=1
PARIGINI;PARIGINI Vittorio;25/03/1996;Moncalieri;Italia;
PARISI;PARISI Fabiano;09/11/2000;Serino;Italia;https://img.a.transfermarkt.technology/portrait/header/547985-1613465958.jpg?lm=1
PAROLO;PAROLO Marco;25/01/1985;Gallarate;Italia;
PASALIC;PASALIC Mario;09/02/1995;Mainz;Croazia;https://img.a.transfermarkt.technology/portrait/header/205938-1630496805.jpg?lm=1
PASTORE;PASTORE Javier;20/06/1989;Cordoba;Argentina;
PATRIC;PATRIC;17/04/1993;Mula;Spagna;https://img.a.transfermarkt.technology/portrait/header/126729-1595859188.jpg?lm=1
PAU LOPEZ;PAU LOPEZ;13/12/1994;Girona;Spagna;
PAVOLETTI;PAVOLETTI Leonardo;26/11/1988;Livorno;Italia;
PAZ;PAZ Nehuen;28/04/1993;Buenos Aires;Argentina;
PAZZINI;PAZZINI Giampaolo;02/08/1984;Pescia;Italia;
